data,step,loss,micro_p,micro_r,micro_f,macro_p,macro_r,macro_f
test,50,0.17359200708288092,0.0,0.0,0.0,0.0,0.0,0.0
test,100,0.09100620032975212,0.44291609353507566,0.3812907045589106,0.40979955456570155,0.43489279604286113,0.38106138147816526,0.40446241140148065
test,150,0.07613918091115833,0.46502835538752363,0.5825932504440497,0.5172141918528252,0.4865431174058529,0.5784943519030207,0.5259656075925707
test,200,0.07271644268226748,0.4930896121266161,0.6548253404381291,0.5625635808748728,0.509718483917571,0.6478253767287033,0.5678684670187809
test,250,0.06105965922291397,0.5972773681225184,0.6234458259325044,0.6100811123986095,0.6033508511112937,0.6190836386439351,0.6100955699819854
test,300,0.06000124564048977,0.5899887514060742,0.6210775606867969,0.6051341217190654,0.5896344023277887,0.6279166348956947,0.6056576683822364
test,350,0.0666000984675324,0.5264770240700218,0.7122557726465364,0.6054353296426773,0.5389930769354286,0.7066267913338454,0.6099079671386828
test,400,0.06359934614850997,0.5516265912305516,0.6927175843694494,0.6141732283464566,0.562466754862979,0.6922976210411383,0.6183823690482319
test,450,0.05673339452714136,0.594930160372478,0.6808762581409118,0.635008282716731,0.5965371714481007,0.6802993219179949,0.6350116671777583
test,500,0.060162220504106995,0.613477088948787,0.6737714624037893,0.6422121896162528,0.6129324569106354,0.6771315695268304,0.6417833746437006
test,550,0.06214553731902342,0.5781782756941062,0.7027827116637063,0.6344200962052378,0.5886578507018503,0.7020539355987145,0.6380840490518213
test,600,0.06027309680522751,0.5934065934065934,0.7033747779751333,0.6437279869953942,0.5982989009160317,0.7007717942174453,0.6446266146329502
test,650,0.06178804287339442,0.5982991495747874,0.7081113084665482,0.6485900216919739,0.6070052225181061,0.7062197282897766,0.6517456719406575
test,700,0.06398034542901478,0.5794346978557505,0.7039668442865601,0.6356589147286822,0.5904249510305075,0.7005810333073934,0.6391151854257892
test,750,0.06578589813034738,0.5778748180494906,0.7051509769094139,0.6352000000000001,0.5851172468261872,0.7041622588385869,0.6383664602814338
test,800,0.0626447975480633,0.637211855104281,0.6873889875666075,0.661350042722871,0.6374967656853585,0.6878879031515275,0.6612247734875779
test,850,0.06724627672124896,0.5974874371859297,0.7039668442865601,0.646371296547975,0.6020698729365808,0.7056061338650284,0.6491119370146221
test,900,0.06808628873199375,0.5821550463188688,0.7069271758436945,0.6385026737967914,0.5863235170693708,0.7040894130863335,0.6392541080534628
test,950,0.07260856324172692,0.5534420289855072,0.7235050325636472,0.6271490890428534,0.5618556591341427,0.723082168787359,0.6309178056270978
test,1000,0.06892000069917602,0.6038421599169262,0.6885731201894613,0.643430152143845,0.6127620966265496,0.6855898449342687,0.6463572577796922
test,1050,0.07601949067874456,0.5824915824915825,0.7169923031379515,0.6427813163481952,0.590183086599201,0.7148845970862847,0.6458733963527075
test,1100,0.07329732107597854,0.5998993457473578,0.7057430432208407,0.6485310119695321,0.6040168779145009,0.7064375214427373,0.650672779404331
test,1150,0.07717831156055968,0.5896296296296296,0.7069271758436945,0.6429725363489499,0.5951481424091349,0.7051768440710879,0.6449022766008237
test,1200,0.07523636881484369,0.6156716417910447,0.6838365896980462,0.6479663394109397,0.620284614363501,0.6843597288260999,0.6502894255025322
test,1250,0.07579109032031621,0.6139534883720931,0.7033747779751333,0.6556291390728477,0.617802600437665,0.7037731859145888,0.6574652245761691
test,1300,0.08006906179507753,0.6082949308755761,0.7033747779751333,0.6523887973640856,0.6130946499294311,0.7030312952987071,0.654475740879564
test,1350,0.08162554586216256,0.603030303030303,0.7069271758436945,0.650858544562551,0.6096840436436657,0.7061033901102359,0.653564701219828
test,1400,0.08122757217982311,0.6028084252758275,0.7116637063351096,0.6527287537333695,0.6116522826277598,0.70892146978716,0.6559179813808128
test,1450,0.08192887728878037,0.6034570411794611,0.7027827116637063,0.649343544857768,0.607126342014315,0.7027782310777299,0.6511198258743548
test,1500,0.08396022239619226,0.5851272015655578,0.7081113084665482,0.64077149745513,0.5922646174422816,0.7069396594111093,0.6441448533687651
test,1550,0.08568148144703765,0.5854368932038835,0.7140319715808171,0.6433715657508668,0.592036998757126,0.7115290357761126,0.64584051532819
test,1600,0.08732132420698706,0.5875542691751086,0.7211367673179396,0.6475279106858054,0.5919490404337537,0.7180031635111692,0.6485710134941278
test,1650,0.0887878320587791,0.5853184248906174,0.7128478389579633,0.6428190069407368,0.5918845850279345,0.7102168485043071,0.6450271945937827
test,1700,0.08901495047556814,0.5846447305674773,0.7258732978093546,0.6476492340200739,0.5949551289326382,0.7239102511905205,0.6523193435310246
test,1750,0.09017307499339496,0.6260964912280702,0.6761397276494967,0.650156561343581,0.6260766518664893,0.6783480817531633,0.6507891511645341
test,1800,0.09150454491297645,0.5897187196896218,0.7199526346950859,0.6483604372167422,0.5994882940083583,0.7178715718746755,0.6526400215603371
test,1850,0.08978045226532946,0.6068682726806766,0.7010065127294257,0.6505494505494506,0.6135646783619041,0.6985681982223138,0.6528582894038439
