data,step,loss,micro_p,micro_r,micro_f,macro_p,macro_r,macro_f
test,50,0.2287732537081039,0.0,0.0,0.0,0.0,0.0,0.0
test,100,0.20003128229906225,0.0,0.0,0.0,0.0,0.0,0.0
test,150,0.16758279376795154,0.2629310344827586,0.036116044997039666,0.06350858927641853,0.10826860841423949,0.047872876310848564,0.06626580966203607
test,200,0.14628579835600194,0.2832699619771863,0.08821788040260509,0.13453724604966139,0.2765846638815322,0.09451980614114117,0.1318520727048968
test,250,0.13393564256717713,0.3273809523809524,0.16281823564239195,0.21747726374060894,0.3365477650903748,0.1715985462098391,0.2203090623641987
test,300,0.12352887626426916,0.4248768472906404,0.20426287744227353,0.27588964414234307,0.43896491105793434,0.2143034737193085,0.28080274752836176
test,350,0.11677851932009678,0.42922794117647056,0.2764949674363529,0.33633417356859924,0.4424149905806723,0.2806555781132068,0.3390052646094734
test,400,0.11445191247370459,0.4140453547915143,0.335109532267614,0.3704188481675393,0.42239082166619824,0.33822231270920433,0.3719662610374589
test,450,0.10801121353857576,0.4444444444444444,0.3433984606275903,0.38744154976619904,0.44338136567093134,0.3459432049101842,0.3866495564828142
test,500,0.10404323921978935,0.4646840148698885,0.3700414446417999,0.4119973632168754,0.4630785635697534,0.37225412165678157,0.41046798894143466
test,550,0.1031936016338289,0.4357976653696498,0.3978685612788632,0.4159702878365831,0.432904365804458,0.3965744380850209,0.4137955475965162
test,600,0.10026177711444217,0.45690834473324216,0.39550029603315573,0.4239923833703586,0.45406596953963396,0.40013336305839414,0.4231252349207015
test,650,0.10016080659288154,0.43757802746566793,0.41503848431024276,0.4260103312063203,0.43742348524211616,0.41649440601766247,0.42534313999357637
test,700,0.09832866017260687,0.43795620437956206,0.42628774422735344,0.432043204320432,0.4360147685277411,0.42869319745780593,0.4314609306448716
test,750,0.09648147504263119,0.45293746051800376,0.42451154529307283,0.4382640586797065,0.453549831888196,0.4266509721640229,0.43879292003406156
test,800,0.09560352525056096,0.45422116527942924,0.45233866193013617,0.45327795906259266,0.45311012532295153,0.45158025674961033,0.4520469978644387
test,850,0.09430079841856948,0.46674953387197016,0.44464179988158675,0.4554275318374773,0.4650547745704799,0.44534817676018584,0.45488488995971216
test,900,0.09377062703018794,0.47329192546583854,0.4511545293072824,0.46195816914216425,0.46996522222813175,0.4546800710956206,0.4614023421662877
test,950,0.09550332047214781,0.4438295517432208,0.47483718176435763,0.4588100686498856,0.4405208819284138,0.47749794990172345,0.457845101176769
test,1000,0.09456359821223742,0.45845438698431146,0.46714031971580816,0.4627565982404693,0.4602005393079335,0.4672783185634679,0.4629791293703973
test,1050,0.0925413449780563,0.47619047619047616,0.46181172291296624,0.4688908926961226,0.4741607263254733,0.4623886363168713,0.4680201121661871
test,1100,0.09305919924485122,0.4560502283105023,0.47306098283007697,0.46439988375472246,0.4582010220891191,0.47226157576768485,0.46497729940503235
test,1150,0.09426978063191176,0.44958677685950416,0.48312611012433393,0.4657534246575342,0.4494945315887772,0.48523025235016376,0.4663941642141315
test,1200,0.09381317722997025,0.45665378244064053,0.4896388395500296,0.47257142857142853,0.4556404667571806,0.489499788985715,0.47163664827655233
test,1250,0.09335021731230149,0.46373500856653344,0.4807578448786264,0.472093023255814,0.46365611746869106,0.48414689658721677,0.47274866526403436
test,1300,0.09303749651892348,0.46557562076749437,0.48845470692717585,0.4767408263507657,0.4629886810908636,0.4879837964857125,0.47489199813927313
test,1350,0.09340373588458854,0.45851769911504425,0.49082297217288334,0.4741206748641693,0.4579364582706346,0.4902917110638157,0.47346375623918063
test,1400,0.09374072751476585,0.4582642343836374,0.49082297217288334,0.47398513436249284,0.4567447905927831,0.4905538713275643,0.4727818074623199
test,1450,0.09328230444754931,0.4649073554183043,0.49023090586145646,0.47723342939481267,0.463690973733535,0.49094155056184985,0.47678074023612477
test,1500,0.09357115384174154,0.4578774617067834,0.4955595026642984,0.4759738413420529,0.4574767135090495,0.4965412645892776,0.4760858247984596
test,1550,0.09511367071029113,0.4395265054040144,0.5056246299585554,0.4702643171806168,0.4410043490170127,0.5040978908696174,0.47002104068551154
test,1600,0.09422915418895024,0.4524449220849006,0.4985198342214328,0.4743661971830986,0.4524171549679677,0.49871111015253866,0.4741754902622997
test,1650,0.0941887403305115,0.4505082932049224,0.4985198342214328,0.47329960652051717,0.45018339968933246,0.4970258649428506,0.47220827732702764
,0.041777939034056744,0.6602564102564102,0.7410071942446043,0.6983050847457627,0.6605820207405283,0.7412997644543001,0.6981683304377521
